Username,Follower,About,Location,PageURL,Sexual,EnneagramType,Gender,Groups
Minx McMinxie,"['A Little Bit of Cheeze', 'CaMiMa', 'cheburashka', 'coolhandluke', 'DarkBarlow', 'Fienigma', 'Fischer', 'INFJlove', 'Ista', 'justachild', 'Lunar Violet', 'luxurieux', 'misstheground', 'qingdom', 'Red Icicle', 'ScientiaOmnisEst', 'Stray_Arrow', 'TeddyPower23', 'Turlowe', 'Verity3', ""Wolf's Tale""]",,,,,Type 4w5,,[]
Mioonebet,"['Bago', 'Calvaire', 'gatsby', 'IAmOrangeToday', 'Logical Ambivert Feeler', 'Nicali', 'paulenfj', 'refugee']",,United-States, https://www.personalitycafe.com/members/mioonebet.html,Male,,Female,[]
,"['Mee2', 'monemi', 'Moogles', 'Nihom', 'niss', 'Owner Of A Lonely Heart', 'petite libellule', 'Polexia', 'Pucca', 'Sherlock4869', 'Starbuckskat', 'Swede', 'ThomThom1', 'ThoughtfulThinker', 'Veggie', 'Actvscenei', 'Andromeda31', 'daleks_exterminate', 'Doctor Sleep', 'FePa', 'Golden Rose', 'Laguna', 'Lizabeth', 'Lunar Light', 'Max']","Mr.Venture grew up in cold and lovely Canada and, though he's lived a might few places otherwise, he currently finds himself back in the land of universal healthcare. No doubt people have noticed he's fond of speakin' with a healthy dose of nonsense idioms, a practice he fostered due to his professional ethics and desire for confidentiality. Despite the more than passin' familiarity with Malcom Reynolds, Venture acquits that all experiences related to this community are as honest as a sow's stomach. Any woeful grammar is similarly attributable to him alone - despite any higher education he put hisself through.",, https://www.personalitycafe.com/members/mr-venture.html,Female,Type 2,Male,[]
Mr. X,"['poniesalmon', 'RaidenPrime', 'ShatteredHeart', 'Artemis 2x4', 'Ashes4719', 'cookie_thief', 'Frisson Messenger', 'Goetterdaemmerung', 'greedygreen', 'KacangSukro', 'marzipan01', 'missglimmerenda', 'PhoenixRises']",,, https://www.personalitycafe.com/members/mr-x.html,,Type 3,,[]
Mr.Xl Vii,"['fire469', 'Goodewitch', 'hmwith', 'hystericalglamour', 'Kenneth Udut', 'Kr3m1in', 'renna', 'saltare', 'thegirlcandance']",,United States, https://www.personalitycafe.com/members/mr-xl-vii.html,Female,,,[]
,"['Abraxas', 'avatarphen', 'Babieca', 'chasingdreams', 'demonfart', 'Emiva', 'goldentryst', 'Hammerhand', 'L', 'lifeisanillusion', 'OpRise', 'palito34', 'Pier 56', 'Simplify', 'Thalassa', 'The Healer of Souls', 'Up and Away', 'whiterwair']","Darth Vader is an example of an iNFp whose Idealist nature turned to the Dark-side. Drawn first to the Force, he was enticed and then overwhelmed and captured by Dark-side's allure. 
-Jedi Girl 
ESTJs are evil in a frank and blunt manner; without realising it. You get them off track by evoking emotions and making them believe there is a conspiracy. 
The ENTJ is evil in an unpredictable, sophisticated and even scheming way. You get them off track by assigning a lot of detailed work and be very thorough in follow-up on details on whatever they say or deliver. 
-MrAdder",Europe, https://www.personalitycafe.com/members/mradder.html,Female,Unknown,Male,[]
LukeHU,"['Adam Sharpy', 'Will tankman']",,,,,,,[]
luki10,"['jamjoint', 'ShylockGraye']",,, https://www.personalitycafe.com/members/luki10.html,,,Male,['find-friend']
miuliu,"['18skeltor', 'absentminded', 'Arkantos', 'athenian200', 'Bugs', 'Euclid', 'Falling Leaves', 'goldrule2', 'Graficcha', 'monemi', 'Nastorm', 'petite libellule', 'redneck15', 'RiseAgainst55', 'RunForCover07', 'Shea', 'songbird244', 'Stasis', 'The Trollmaster', 'treschanna']",,, https://www.personalitycafe.com/members/miuliu.html,Male,,Female,[]
miyabix,"['Charlie', 'Decon', 'Perseus', 'Roland', 'Trope']",,Cali, https://www.personalitycafe.com/members/miyabix.html,Male,,Female,[]
LeelaWho,,,,,,Type 5,Female,[]
,"['Alchemical Romance', 'bfranklin', 'decided', 'Haruhi Suzumiya', 'socraticsaurus']",,, https://www.personalitycafe.com/members/leeloodallas.html,Male,Type 7,Female,[]
Malachi,"['Bets', 'Esotere', 'Jawz', 'josephkonrad', 'KC', 'kiwigrl', 'Lane77', 'Owfin', 'PlushWitch', 'splint3r', 'unspokendeeplyunderstood']",,,,,Type 2,Male,[]
,['Girlinthedark'],,, https://www.personalitycafe.com/members/maladii.html,,,Male,[]
maladroitchiills,,,, https://www.personalitycafe.com/members/maladroitchiills.html,,,Male,[]
Malandro,,,, https://www.personalitycafe.com/members/malandro.html,Male,Type 7w8,,[]
marbleous,,,"pockets, bags, toy boxes", https://www.personalitycafe.com/members/marbleous.html,,,Female,[]
natarichan,"['22857', 'Crono', 'Life.Is.A.Game', 'lui_roger', 'Thalassa', 'thedudeabides', 'Waynetta180']",mm what should I write in here? I'm not good with these stuff honestly. I'm a girl still trying to find more about herself and the world and also trying to win over her procrastination and wrong time management. xP,, https://www.personalitycafe.com/members/natarichan.html,Male,,Female,[]
natashasghost,"['absent air', 'Agile', 'Chilln', 'Jacques Renault', 'pacifythis', 'peterk', 'R2-D2']",Grew up in San Diego on the beach. Traveled a lot. Dropped out of school in favor of an education.,"It took awhile to let myself see it, but there is a unique beauty here I'm glad I didn't miss.", https://www.personalitycafe.com/members/natashasghost.html,Both,Type 7,Female,[]
natatatalia,"['Bosanchera', 'Lietuvaite']",,, https://www.personalitycafe.com/members/natatatalia.html,,Type 7,,[]
Lue4028,"['desert lynx', 'Harpu', 'JerryK', 'Krokottas']",Mystery Lurker,, https://www.personalitycafe.com/members/lue4028.html,,Unknown,Male,[]
Luftkopf,"['caramel_choctop', 'ItsAlwaysSunny', 'KnottyArtist', 'snowflower', 'Stelmaria', 'The Roving ENFP', 'Yukos Eyes']","I was born, I grew up, and I did some stuff.",, https://www.personalitycafe.com/members/luftkopf.html,Female,Type 9,Male,[]
luige06,,,, https://www.personalitycafe.com/members/luige06.html,Female,Type 4,,[]
Lion daughter,"['abhimohit99', 'Antipode', 'Asmodaeus', 'Schizoid', 'TheCosmicHeart']",,, https://www.personalitycafe.com/members/lion-daughter.html,,Type 9w1,Female,[]
,"['Absurdist', 'Angel1412kaitou', 'cjobrien7', 'dubbish', 'gretalbear', 'Iqbal', 'Isis', 'Lemur Leaf', 'robitussin', 'screamofconscious', 'Shallott', 'vintagelovin8', 'WobblyPanda']",I'm an ever-changing ambiguity,Canada, https://www.personalitycafe.com/members/minkaybell.html,,,Female,[]
Merisela,"['Candy Apple', 'inmymind', 'Mafioso', 'SpaceLumia']","Hello! I'm a big personality/psychology nerd so here I am :)
I'm an INFJ 4w5 so/sp and that's all I know for now..
I know a lot about mbti and the functions,  I'm learning enneagram and I know less on socionics.  Basically, I'm just here to have fun, learn new things, and meet new people !",, https://www.personalitycafe.com/members/merisela.html,Male,,,[]
Merlin,['Drea'],,"Barrington, IL", https://www.personalitycafe.com/members/merlin.html,Female,,,[]
merlin89,,,, https://www.personalitycafe.com/members/merlin89.html,,Type 5w6,Male,"['metamorphosis-cafe', 'intps-ftw']"
Morfy,"['AddictiveMuse', 'Adena', 'Aert', 'ai.tran.75', 'Aladdin Sane', 'Artemis 2x4', 'Bay', 'blehBLEH', 'Brixby Jones', 'Catallena', 'Chesire Tower', 'Clyme', 'Dead Shade Cow', 'Doctor Sleep', 'EmmaGold', 'Empress Appleia Cattius XII', 'Eram Sum Ero', 'fillthevoid', 'FX', 'Golden Rose', 'Liminis', 'Melogene', 'Memory of Talon', 'mhysa', 'Misaki', 'Miss Bingley', 'missjayjay', 'Momentz', 'motherofdragonslover', 'Noir', 'Theobruh', 'tinyheart', 'Tsubaki', 'vinniebob', 'Violator Rose', 'VirtualMuffin', 'Wellsy', 'xivi_xxii', 'x_Rosa_x', 'Zeta Neprok', 'zombiefishy', 'ReasonforTreason', 'Sefii', 'Shahada', 'Simpson17866', 'Sonyx', 'stardelic', 'StarFollowed', 'Stultum', 'The Chameleon', 'The Guitar Hero', 'Nyte', 'Obscure', 'Owner Of A Lonely Heart', 'Pabuterasu', 'piano', 'Psithurism', 'QrivaN', 'QueenOfCats', 'QuiteCharmed', 'Raain', 'Halcyon', 'hauntology', ""He's a Superhero!"", 'Hei', 'Hitsugi', 'isamanthax', 'Iustinus', 'Keine Kageshirasawa', 'Kurt Wagner', 'Lexicon Devil']",ENFP commie trying to take away your property,Germany, https://www.personalitycafe.com/members/morfy.html,,,Male,"['atheists-personalitycafe', 'non-theists-personalitycafe', 'lgbt', 'infp-haven', 'league-shahada', 'people-online-relationships-who-ve-never-met', 'hug-cuddle-snuggle-group', 'radical-pinguism']"
,,,, https://www.personalitycafe.com/members/morganalefey.html,,,Female,[]
Luneth,"['22857', 'Erudis', 'muslimsuperwoman', 'PlushWitch', 'Snakecharmer', 'Stephen1', 'Tahlia', 'Valdyr', 'Yourlovelyquinn']","Metalhead, stoner, writer of epic fiction, somewhat 'hardcore' gamer...I also play guitars (electric and acoustic), some bass and flute.",London, https://www.personalitycafe.com/members/luneth.html,Female,,Male,[]
,"['Aurora Fire', 'Bocephus', 'Morpheus83', 'NARCO', ""psyche's release"", 'snail']",,, https://www.personalitycafe.com/members/lunniey.html,,,,"['poetry', 'infj', 'nihongo']"
Lycrester,,Jamaican-American // Future Author,Texas,,,Type 4,Female,[]
missmontana,['ghenwa'],,,,,,Female,[]
,"['drmiller100', 'EmpireConquered', 'leofracassi', 'MiGoreng', 'Myrddin', 'Quac', 'tanstaafl28']",,France, https://www.personalitycafe.com/members/miss_terry.html,Male,,Female,[]
Mist,['kalina'],,, https://www.personalitycafe.com/members/mist.html,,,,[]
mistbornnaomi,,"I like food and books, lots of books.",, https://www.personalitycafe.com/members/mistbornnaomi.html,Male,,Female,[]
Lunatic Fringe,['Chocolava'],,,,,,Male,[]
,"['Ayiumi', 'Brixby Jones', 'Buzz', 'Crimson Ash', 'Ethanol', 'Falling Foxes', 'Maybe', 'pyramidsong', 'SantaFox', 'TowardsTheMorning']",,,,,,,"['classical-music', 'enneagram-4', 'perc-night-owls-unite', 'wanderlust', 'socionics-beta-quadra', 'yourself', 'hip-hop-lovers-perc', 'lost-lonely', 'otaku', 'uk-infjs', 'why-so-serious', 'balkans', 'british-folk', 'astro-learning-community', 'infj-enfp']"
,,,,,,Type 9w1,Female,[]
,"['Ycat93', 'AbsurdBlackBear', 'Alyosha', 'Bricolage', 'cgatling26', 'Crimson Ash', 'Mattylad', 'Panoramiq', 'ToneeTales', 'unINFalliPle', 'Vast Silence']",Born & lived on three continents.  Forever in the sky.,"Maine, USA",,,Type 9,Female,[]
LuneLibre,,,, https://www.personalitycafe.com/members/lunelibre.html,Female,Type 4w5,Male,[]
Nath,,Name: Nathan,, https://www.personalitycafe.com/members/nath.html,Female,,Male,"['perc-infp-chat-room', 'infp-haven']"
Natha,,,,,Male,Type 7w8,Female,[]
macky,"['introvertpower', 'xty']","I honestly don't like talking about myself that much :P
I'm a 3D Animator, enjoy writing, reading, movies, good tv series, music :)
..
...",, https://www.personalitycafe.com/members/macky.html,,,Male,[]
Macona,"['Nekomata', 'Neokortex', 'phony', 'questforself', 'refugee', 'Runemarks', 'Sehsucht_', 'sittapygmaea', 'Thread Killer', 'dragthewaters', 'Falling Leaves', 'Firelily25130', 'Kasitera', 'Kurt Wagner', 'LittleHawk', 'LittleT', 'Miniblini', 'Mr. Meepers', 'mushr00m']",,"Peterborough, UK", https://www.personalitycafe.com/members/macona.html,Female,,,[]
,"['Miguel', 'Perseus', 'Runescribe', 'SavMandu', 'tanstaafl28', 'teddy564339', 'username']",,,,,Type 9,Female,[]
mapperky,['GoosePeelings'],i am an CREATIVE. i am an EXPLORER of my INSIDES MY MIND,"United States of America, New England", https://www.personalitycafe.com/members/mapperky.html,Female,Unknown,Male,[]
maps,"['FX', 'lookoutkid', 'Naacal']",,Southern California, https://www.personalitycafe.com/members/maps.html,Male,Type 9,Female,[]
Outcode,"['Aerorobyn', 'Assymptotic', 'Brie', 'DriggyDriggs', 'Indigo Aria', 'letsride', 'Mister_Blue91', 'Nomenclature', 'Nostalgic', 'Pandalium', 'pinkrasputin', 'PulpFictionFan', 'Roze', 'So Long So Long', 'Sovia', 'starfruit', 'Zygomorphic']",,,,Female,,,"['perc-night-owls-unite', 'avgn-group']"
,"['entropy', 'nallyha']",,, https://www.personalitycafe.com/members/outcastgenius.html,Male,,Female,"['physics-nerds-d', 'vegetarians-beyond']"
outlawshaman,"['fjn', 'the_cheshire_cat']",,Dhekelia, https://www.personalitycafe.com/members/outlawshaman.html,,Type 5w4,Male,[]
,"['Lemon Tea', 'Masked_Fragments', 'xEmilyx', 'xXDominoXx', 'zeekzeek']",,In your monitor. Hi., https://www.personalitycafe.com/members/masterjedisoda.html,Female,,Male,[]
MastermINd131,,,Indonesia,,Female,Type 2,,[]
Matis,"['L', 'Sillu', 'The Healer of Souls']",,, https://www.personalitycafe.com/members/matis.html,,,,[]
Naia68,"['Le9acyMuse', 'Mizmar', 'Mr. Meepers', 'Playful Proxy', 'RentABrain', 'RoadLessTravelled', 'Ryan Persinger', 'SoulShield', 'tanstaafl28', 'The Scorched Earth', 'timeless', 'Tuscan Dreamscape', 'Whippit', 'Zen', '4sofie5', 'Aelthwyn', 'Aquarian', 'Beappreciated', 'Bricolage', 'Death Persuades', 'EmotionalMe', 'Enigma Daddy', 'Goodewitch', 'INFJRoanna']",Registered Yoga Teacher (RYT) with Yoga Alliance.  Been teaching group fitness classes for 27 years.  Earned a BA in Anthropology from the University of Hawaii at Manoa.,"Norfolk, VA",,,Type 4w5,,"['enneagram-4', 'art-club', 'spirituality-mental-health', 'mental-illness-breaking-silence', 'vegetarians-beyond', 'poetry', 'spirituality', 'christians']"
Pinina,,,, https://www.personalitycafe.com/members/pinina.html,Female,Type 5w6,Male,"['official-posh-eagle-fanclub', 'ssia-secret-scandinavian-intuitives-association', 'quitecult']"
Pinion,,I am a facetious little shit.,,,,Type 5w6,,[]
Pinkachu,"['Athesis', 'GundamChao', 'Nyanpichu', 'Obscure', 'Pinkieshyrose', 'piscesfish', 'Regalo']",,"Here, There, and Everywhere with a homesick spot for California",,,Type 4w3,,['pokemon-lovers-unite']
Pink4865,,,, https://www.personalitycafe.com/members/pink4865.html,Male,,Female,[]
madhouse_xoxo,"['Dissenter', 'Falling Foxes', 'Llyralen', 'The Producer']",,, https://www.personalitycafe.com/members/madhouse_xoxo.html,,,Female,[]
madisays.hello,['DreamStepper'],,, https://www.personalitycafe.com/members/madisays-hello.html,,Type 5,,[]
MadinCheshire,"['BlackDog', 'Catwalk', 'Caveman Dreams', 'DarkBarlow', 'FlaviaGemina', 'Grandmaster Yoda', 'g_w', 'Maybe', 'OrangeAppled', 'Pifanjr', 'Red Panda', 'Sava Saevus', 'series0', 'Simpson17866', 'Veggie', 'Wellsy']",,PG, https://www.personalitycafe.com/members/madincheshire.html,,,,[]
Pavalon,,,,,Female,,Male,[]
PunkRocknMohawks,['Le Lew'],"I'm Matt. I love punk music and culture (particularly crust, hardcore, street and horror). I have been doing metal vocals for three years and I post covers on YouTube. I haven't been able to find a band to join or even try out for due to the fact I was placed in a small Christian ecosystem the majority of my childhood/teenage years. My philosophies and beliefs are no doubt that of a mad man but I still find them easier to believe than any sort of religion. I am in no way religious, I smoke weed, I listen to punk rock.",, https://www.personalitycafe.com/members/punkrocknmohawks.html,Female,,,[]
punky16,"['purplevelvetmask', 'SJ1974', 'TwoHearted', 'yddraig318', '_Undiscovered_', 'Argus2968', 'Blissfulwish', 'DreamTheater', 'entperson', 'evenflow87', 'hwkitty', 'NannyMercy4', 'Nyfiken', 'penchant', 'Prometheus Faust']",,, https://www.personalitycafe.com/members/punky16.html,Male,,,"['entp-ladies', 'find-friend', 'esfj-s-entp-s-unite', 'boring-entp-other-boring-people-group']"
Punniez,"['bionic', 'Blue Soul', 'GoosePeelings', 'huhman', 'Marvin the Dendroid', 'Mzku', 'StarFollowed', 'SysterMatic', 'TimeWillTell']",,,,,Type 5w4,Neutral,[]
Puntje,,"*English is not my first language. I apologise for mistakes*
Hi there :) 
I'm not all that interesting. Sometimes a bit shy (yes even online) so thats why I don't post all that much. However feel free to sent me message if you like.  
Have a nice day :)",, https://www.personalitycafe.com/members/puntje.html,Male,Type 2w1,Female,[]
,,"I think that personality theories are somewhat pseudo-scientific and should be explored lightly, but I do view them as useful tools for personal advancement and psycho-social understanding. While I feel that theories discussed here have potential to be used in egotistical ways that may be psychologically damaging, I think that the Enneagram is useful in identifying the motivations and poisonous thoughts (as a key founder stated them) that drive people and are particularly helpful for spiritual :P advancement, but in a less concrete way as explained by the overall theory itself, and that the MBTI is valuable in identifying how people interact and view themselves socially. Individuals are immensely more complex than can be explained by a central instinct/fear or guiding 'cognitive function'. Although they should be taken lightly, I do think theories such as the MBTI, Socionics and the Enneagram are nonetheless useful as indicators of personality and (more importantly) as methods of understanding psychological problems, and I am grateful that places like personalitycafe exist as open and understanding arenas of exploration in the human psyche.  
Nonetheless:
Enneagram: Either 5w4 or 7w6 core, followed by 1w9 and 4w3 in preference
Cognitive Function test results:
Ni - Fe - Ti - Fi - Si - Ne - Te - Se",, https://www.personalitycafe.com/members/pempslider.html,,,Male,['revolutionary-thinkers']
penchant,,,Europe, https://www.personalitycafe.com/members/penchant.html,,,Male,"['spirituality', 'scandinavians-perc']"
,,,,,,Type 5,Female,[]
MaddieRaine,,Theres not much to say about me. Im an INTP...and a type 5 with a 6 wing. I love to dance and read.,, https://www.personalitycafe.com/members/maddieraine.html,,Type 5,Female,[]
Maddox,"['Doc Dangerstein', 'Dug', 'Elderane', 'karibaby', 'NIHM', 'NinaKitty', 'theredpanda']",,,,,,,[]
Miraji,"['Atenza Coltheart', 'Cyberbear', 'Dreamer', 'Hiki', 'Kudo Shinichi', 'On the road to Damascus', 'rainface', 'sushi']",Im a dreamer who believes that Dreams comes true,in my own perfect world, https://www.personalitycafe.com/members/miraji.html,,Type 6,Female,"['infp-haven', 'philosophy']"
